INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED,LOGD5.5,LOGD7.4,READY_BIO_DEG
AMPHETAMINE,Approved Name,DTXSID4022600,Amphetamine,CC(N)CC1=CC=CC=C1,2.0417379446695317E-11,8.31763771102671,2.6302679918953817,203,0.0000026915348039269138,0.1318256738556407,6.84,60.25595860743578,1.76,33,N/A,9.87,0.23988329190194904,0.13489628825916536,-2.61,-0.71,0
ACETAMINOPHEN,Approved Name,DTXSID2020006,Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,1.2882495516931322E-11,11.481536214968829,3.548133892335755,310,5.754399373371567E-9,0.2630267991895382,7.96,47.86300923226383,0.46,170,N/A,N/A,0.0000069183097091893625,0.0933254300796991,0.46,0.46,1
ASPIRIN,Approved Name,DTXSID5020108,Aspirin,CC(=O)OC1=C(C=CC=C1)C(O)=O,5.6234132519034904E-12,3.630780547701014,3.548133892335755,283,8.317637711026709E-9,0.11220184543019636,7.75,79.43282347242814,1.19,135,4.2,N/A,0.000025118864315095822,0.022908676527677734,-0.13,-2.01,1
ENALAPRIL,Approved Name,DTXSID5022982,Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,2.344228815319918E-11,19.952623149688797,3.3884415613920256,323,1.3803842646028866E-11,0.1548816618912481,9.43,177.82794100389228,0.07,122,7.23,N/A,2.398832919019495E-10,0.0015135612484362087,0.06,-0.32,0
ETHINYL ESTRADIOL,Synonym,DTXSID5020576,17alpha-Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,2.8183829312644493E-11,181.97008586099827,97.72372209558107,390,9.332543007969905E-8,0.6165950018614822,9.2,512861.3839913648,3.67,183,12.19,N/A,7.413102413009162E-10,0.000039810717055349695,3.67,3.67,0
ETHOSUXIMIDE,Approved Name,DTXSID7023019,Ethosuximide,CCC1(C)CC(=O)NC1=O,5.128613839913659E-12,3.3884415613920256,3.548133892335755,260,1.479108388168207E-7,0.1380384264602885,8.35,61.65950018614822,0.38,65,9.18,N/A,0.0006165950018614823,0.05623413251903491,0.38,0.37,0
IVERMECTIN,Approved Name,DTXSID7040235,Ivermectin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
METHOHEXITAL,Approved Name,DTXSID1023287,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,8.511380382023759E-11,4.168693834703354,3.3884415613920256,262,1.4125375446227554E-8,0.8128305161640993,11.36,56.23413251903491,2.23,100,8.82,N/A,0.000005011872336272725,0.0012882495516931337,2.23,2.21,0
NORETHINDRONE,Approved Name,DTXSID9023380,Norethindrone,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],7.762471166286927E-11,79.43282347242814,97.72372209558107,310,4.168693834703347E-9,2.6915348039269156,11.01,524807.4602497723,2.97,203,10.32,N/A,2.5703957827688646E-9,0.000025703957827688645,2.97,2.97,0
PHENOBARBITAL,Approved Name,DTXSID5021122,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,1.0715193052376049E-11,2.344228815319922,3.548133892335755,255,3.5481338923357603E-9,0.13489628825916536,9.27,79.43282347242814,1.47,174,7.71,N/A,1.7378008287493762E-9,0.004786300923226385,1.47,1.3,0
THEOPHYLLINE,Approved Name,DTXSID5021336,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O,6.0255958607435685E-12,2.1877616239495525,4.265795188015927,327,2.7542287033381634E-9,0.08511380382023763,10.62,38.018939632056124,-0.02,273,N/A,3.19,0.000004570881896148752,0.04168693834703355,-0.02,-0.02,0
THIOPENTAL,Approved Name,DTXSID1023653,Thiopental,CCCC(C)C1(CC)C(=O)NC(S)=NC1=O,9.120108393559116E-12,6.456542290346556,5.011872336272722,299,5.128613839913658E-9,1.023292992280754,9.57,117.48975549395291,2.85,192,5.69,N/A,1.4454397707459279E-8,0.0004365158322401661,2.63,1.13,0
TINIDAZOLE,Approved Name,DTXSID4023676,Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,7.079457843841373E-12,3.3884415613920256,4.466835921509632,315,3.63078054770101E-7,1.0715193052376064,7.45,147.91083881682073,-0.35,128,N/A,3.09,6.606934480075964E-8,0.001995262314968879,-0.35,-0.35,0
VALPROIC ACID,Approved Name,DTXSID6023733,Valproic acid,CCCC(CCC)C(O)=O,1.148153621496884E-11,3.3884415613920256,4.466835921509632,222,8.317637711026709E-7,0.07244359600749903,6,66.06934480075961,2.75,61,5.25,N/A,0.06025595860743578,0.013803842646028845,2.31,0.6,1
ZONISAMIDE,Approved Name,DTXSID9046023,Zonisamide,NS(=O)(=O)CC1=NOC2=C1C=CC=C2,1.1748975549395303E-11,3.1622776601683795,3.630780547701014,293,1.1481536214968817E-8,0.07413102413009177,8.62,69.18309709189366,0.48,195,7.61,N/A,3.715352290971728E-10,0.043651583224016584,0.48,0.27,0
ALPRAZOLAM,Approved Name,DTXSID4022577,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,1.3803842646028866E-11,489.77881936844614,3.715352290971725,337,6.025595860743569E-9,1.3489628825916535,11.74,602.5595860743575,2.12,213,N/A,4.83,6.918309709189363E-9,0.00025118864315095795,2.04,2.12,0
AMITRIPTYLINE,Approved Name,DTXSID7022594,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,3.019951720402019E-11,524.8074602497728,4.36515832240166,351,1.479108388168207E-7,1.6595869074375607,9.6,6606.934480075957,4.92,196,N/A,9.91,1.5488166189124826E-7,0.00002691534803926914,0.51,2.41,0
AMLODIPINE,Approved Name,DTXSID7022596,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,8.317637711026709E-11,10.715193052376065,3.3884415613920256,375,1.1748975549395302E-8,0.2570395782768864,10.44,37.15352290971726,2.83,164,N/A,8.37,3.090295432513592E-8,0.00026915348039269167,-0.04,1.82,0
AMOXAPINE,Approved Name,DTXSID7022598,Amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1,1.7378008287493762E-11,97.72372209558107,8.31763771102671,350,3.2359365692962813E-10,0.9772372209558107,11.04,2454.708915685031,3.6,175,N/A,12.5,1.4791083881682072E-9,0.00009772372209558111,-3.4,-1.5,0
BUPIVACAINE,Approved Name,DTXSID2022703,Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,1.9952623149688828E-11,15.488166189124811,3.3884415613920256,351,2.6915348039269137E-10,1.4791083881682074,10.76,1047.1285480508996,3.41,144,N/A,7.13,4.78630092322638E-8,0.008317637711026709,1.77,3.22,1
BUPRENORPHINE,Approved Name,DTXSID2022705,Buprenorphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@H](C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C,N/A,N/A,323.5936569296281,434,N/A,N/A,9.62,N/A,N/A,157,N/A,N/A,9.772372209558112E-10,N/A,N/A,N/A,N/A
BUPROPION,Approved Name,DTXSID7022706,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,1.3803842646028866E-11,102.32929922807536,3.3884415613920256,308,3.019951720402019E-9,0.1778279410038923,8.71,131.82567385564073,1.83,97,N/A,6.66,0.00000478630092322638,0.001412537544622754,0.64,1.76,0
CAFFEINE,Approved Name,DTXSID0020232,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1.0232929922807536E-11,1.8620871366628675,3.8018939632056115,286,0.0000015488166189124828,0.12022644346174129,8.52,61.65950018614822,-0.07,238,N/A,2.43,0.0000020417379446695273,0.11220184543019636,-0.07,-0.07,0
CHLORAMPHENICOL,Approved Name,DTXSID7020265,Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,1.9054607179632443E-11,1.9952623149688795,4.36515832240166,317,1.2302687708123812E-10,0.19952623149688797,9.24,114.81536214968828,1.14,151,9.39,N/A,2.1379620895022323E-11,0.00776247116628692,1.14,1.14,0
CHLORPROMAZINE,Approved Name,DTXSID0022808,Chlorpromazine,CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,8.709635899560797E-11,177.82794100389228,87.09635899560806,361,8.709635899560797E-9,2.1877616239495525,10.91,912.0108393559096,5.41,89,N/A,4.54,1.445439770745928E-7,0.000007079457843841373,5.36,5.41,0
CLEMASTINE,Approved Name,DTXSID2022832,Clemastine,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.344228815319918E-11,239.88329190194898,3.9810717055349722,353,8.128305161640995E-7,0.6760829753919817,10.32,2238.72113856834,4.1,79,N/A,10.03,8.912509381337459E-8,4.3651583224016567E-7,-0.43,1.47,0
CLINDAMYCIN,Approved Name,DTXSID2022836,Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,2.4547089156850335E-11,8.511380382023766,37.15352290971726,359,1.348962882591656E-11,0.20892961308540392,9.43,165.95869074375614,2.16,138,N/A,6.58,5.370317963702532E-10,0.00007244359600749906,1.05,2.1,0
CLOMIPRAMINE,Approved Name,DTXSID6022844,Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12,2.29086765276777E-11,288.40315031266056,5.370317963702527,344,0.000003981071705534969,2.344228815319922,9.83,933.2543007969915,5.19,189,N/A,7.42,1.9054607179632483E-7,0.00002290867652767775,3.26,4.88,0
CLONAZEPAM,Approved Name,DTXSID1022845,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,1.8197008586099825E-11,66.06934480075961,4.677351412871983,356,1.3182567385564046E-10,0.4897788193684462,10.69,1174.897554939529,2.41,237,8.75,N/A,7.762471166286927E-12,0.00031622776601683794,2.41,2.39,0
CODEINE,Approved Name,DTXSID2020341,Codeine,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,3.090295432513592E-11,15.848931924611133,144.5439770745928,332,8.128305161640994E-9,1.8197008586099834,11.31,194984.45997580455,1.14,158,N/A,7.95,3.235936569296281E-9,0.03019951720402016,-1.31,0.48,0
COLCHICINE,Approved Name,DTXSID5024845,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,3.548133892335761E-11,8.912509381337454,13.489628825916533,419,8.51138038202376E-12,1.2589254117941673,10.29,5495.408738576249,1.3,156,N/A,7.16,1.5135612484362072E-10,0.11220184543019636,-0.37,1.1,0
COTININE,Approved Name,DTXSID1047576,Cotinine,CN1[C@@H](CCC1=O)C1=CN=CC=C1,5.495408738576248E-12,3.019951720402016,3.3884415613920256,283,1.0964781961431852E-7,0.08317637711026708,6.75,79.43282347242814,0.07,41,N/A,3.52,0.00026915348039269167,0.31622776601683794,0.07,0.07,1
DESIPRAMINE,Approved Name,DTXSID6022896,Desipramine,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,9.120108393559115E-11,21.87761623949553,4.786300923226384,371,0.000005623413251903491,2.5703957827688635,10.93,2089.296130854039,4.9,113,N/A,7.06,2.2387211385683377E-9,0.00020417379446695296,3.33,4.74,0
DIAZEPAM,Approved Name,DTXSID4020406,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,1.348962882591656E-10,37.15352290971726,3.3884415613920256,337,2.5118864315095823E-7,0.4897788193684462,9.84,776.247116628692,2.91,132,N/A,3.6,5.7543993733715665E-8,0.00017378008287493763,2.9,2.91,0
DOTHIEPIN,Approved Name,DTXSID2022961,Dothiepin,CN(C)CCC=C1C2=CC=CC=C2CSC2=C1C=CC=C2,3.019951720402019E-11,295.1209226666387,69.18309709189366,372,3.235936569296281E-8,1.62181009735893,10.61,4168.693834703355,4.49,56,9.11,N/A,1.2022644346174132E-7,0.000007943282347242822,4.49,4.48,0
DOXEPIN,Approved Name,DTXSID7022966,Doxepin,CN(C)CCC=C1C2=C(COC3=C1C=CC=C3)C=CC=C2,2.8840315031266117E-11,354.8133892335753,3.3884415613920256,364,1.8197008586099826E-8,2.3988329190194904,8.89,6760.829753919819,4.29,124,N/A,10.11,7.413102413009177E-8,0.00016982436524617443,-0.32,1.58,0
DULOXETINE,Approved Name,DTXSID6048385,Duloxetine,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,2.9512092266663903E-11,38.90451449942807,35.48133892335755,342,7.413102413009162E-10,1.202264434617413,11.3,870.9635899560806,3.77,97,N/A,5.24,5.6234132519034905E-8,0.00007943282347242822,3.58,3.77,0
ESCITALOPRAM,Approved Name,DTXSID8048440,Escitalopram,CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,1.659586907437563E-11,20.417379446695296,3.548133892335755,352,0.000003981071705534969,1.6982436524617444,10.63,2398.83291901949,2.5,111,N/A,7.36,1.7782794100389228E-8,0.00002089296130854041,0.63,2.22,0
FLUOXETINE,Approved Name,DTXSID7023067,Fluoxetine,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,1.621810097358933E-11,125.89254117941675,3.548133892335755,333,3.090295432513592E-8,0.660693448007596,9.79,4265.795188015925,4.05,120,N/A,12.54,4.0738027780411303E-7,0.00019498445997580456,-2.99,-1.09,0
FLUVOXAMINE,Approved Name,DTXSID2044002,Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,1.3803842646028866E-11,13.489628825916533,3.548133892335755,345,8.912509381337441E-9,0.42657951880159267,9.3,1412.537544622754,1.86,83,N/A,7.05,0.0000015488166189124828,0.0009332543007969915,0.3,1.7,0
HYDRALAZINE,Approved Name,DTXSID4023129,Hydralazine,NNC1=NN=CC2=CC=CC=C12,3.6307805477010174E-11,2.344228815319922,4.168693834703354,327,4.3651583224016566E-8,0.14454397707459277,7.94,44.6683592150963,1,173,N/A,7.15,6.456542290346562E-9,0.011220184543019636,-0.66,0.81,0
HYDROMORPHONE,Approved Name,DTXSID8023133,Hydromorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])CCC2=O,2.5703957827688646E-11,16.982436524617444,144.5439770745928,332,5.011872336272715E-9,1.8197008586099834,11.44,208929.6130854041,1.57,266,N/A,7.38,2.0417379446695317E-9,0.003235936569296281,-0.32,1.28,0
HYDROXYCHLOROQUINE,Approved Name,DTXSID8023135,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,2.8183829312644493E-11,169.82436524617444,3.3884415613920256,339,5.370317963702533E-9,0.28183829312644537,9.4,2238.72113856834,4.6,90,9.88,8.56,1.7378008287493763E-10,0.00020417379446695296,0.88,2.77,0
IMIPRAMINE,Approved Name,DTXSID1043881,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.698243652461746E-11,194.98445997580455,5.370317963702527,347,0.000007585775750291836,2.6915348039269156,9.78,794.3282347242813,4.8,174,N/A,7.89,1.9498445997580455E-7,0.00005011872336272725,2.41,4.19,0
ISONIAZID,Approved Name,DTXSID8020755,Isoniazid,NNC(=O)C1=CC=NC=C1,2.2387211385683377E-11,2.6302679918953817,3.548133892335755,304,4.78630092322638E-9,0.10471285480508996,7.59,21.379620895022324,-0.7,171,11.19,5.67,3.8018939632056126E-7,1,-3.63,-1.77,1
LEVODOPA,Approved Name,DTXSID9023209,Levodopa,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O,1.1748975549395303E-11,5.248074602497725,4.073802778041127,280,1.4125375446227555E-9,0.3981071705534972,8.41,20.417379446695296,-2.39,225,4.03,N/A,5.011872336272714E-10,0.0223872113856834,-3.87,-5.76,1
MAPROTILINE,Approved Name,DTXSID7045029,Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,1.9952623149688828E-11,524.8074602497728,323.5936569296281,373,0.0000026302679918953817,2.6302679918953817,11.41,426579.5188015926,4.24,93,N/A,10.14,6.025595860743581E-8,0.000013182567385564074,-0.4,1.5,0
METHADONE,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
METHYLPHENIDATE,Approved Name,DTXSID5023299,Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,1.698243652461746E-11,7.079457843841379,3.311311214825911,307,2.8840315031266117E-10,0.3890451449942806,8.82,141.2537544622754,0.21,114,N/A,10.54,0.0000012589254117941661,0.0025118864315095794,-4.83,-2.93,1
METOPROLOL,Approved Name,DTXSID2023309,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.659586907437563E-11,17.378008287493753,4.466835921509632,310,2.691534803926914E-8,0.660693448007596,8.4,1288.2495516931335,1.88,93,N/A,10.43,4.897788193684466E-7,0.06309573444801933,-3.05,-1.15,0
METRONIDAZOLE,Approved Name,DTXSID2020892,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,7.585775750291852E-12,3.630780547701014,4.466835921509632,301,5.623413251903491E-9,0.1096478196143185,8.35,57.543993733715695,-0.02,126,N/A,3.33,0.00008912509381337459,0.057543993733715694,-0.02,-0.02,0
MIANSERIN,Approved Name,DTXSID6023317,Mianserin,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2C=CC=C1,9.332543007969924E-11,18.620871366628677,48.97788193684461,345,0.000007585775750291836,3.890451449942806,8.63,676.0829753919819,4.24,96,N/A,8.02,1.2302687708123812E-7,0.0007413102413009177,1.72,3.53,0
MINOXIDIL,Approved Name,DTXSID9040685,Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,1.2302687708123811E-11,11.481536214968829,3.548133892335755,329,1.2302687708123811E-9,0.14791083881682077,9.06,239.88329190194898,1.24,248,N/A,5.59,7.943282347242822E-10,0.010232929922807542,0.89,1.23,0
MORPHINE,Approved Name,DTXSID9023336,Morphine,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,3.019951720402019E-11,52.48074602497726,147.91083881682073,385,7.585775750291851E-11,1.5848931924611136,9.18,208929.6130854041,0.89,255,N/A,8.06,2.0417379446695317E-9,0.0005248074602497728,-1.67,0.14,0
NALTREXONE,Approved Name,DTXSID4046313,Naltrexone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,2.5703957827688646E-11,23.442288153199225,151.35612484362088,403,1.9952623149688828E-11,1.318256738556407,9.44,40738.02778041131,1.92,169,N/A,6.87,5.128613839913658E-9,0.007943282347242814,0.53,1.81,0
NICOTINE,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTRIPTYLINE,Approved Name,DTXSID9023384,Nortriptyline,CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,3.090295432513592E-11,562.341325190349,4.466835921509632,369,8.317637711026709E-8,1.3803842646028848,11.03,776.247116628692,4.51,115,N/A,10.71,5.8884365535558836E-8,0.0001,-0.7,1.2,0
PAROXETINE,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEFLOXACIN,Approved Name,DTXSID3048493,Pefloxacin,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,1.8197008586099825E-11,2.51188643150958,3.3884415613920256,338,1.6218100973589331E-9,0.5370317963702527,10.53,457.0881896148752,0.27,179,-1.71,7.17,1.2302687708123812E-10,0.046773514128719815,-1.41,0.07,0
PREDNISOLONE,Approved Name,DTXSID9021184,Prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,6.16595001861481E-11,1.7782794100389228,97.72372209558107,391,9.120108393559116E-12,0.5248074602497725,9.3,21877.616239495517,1.62,225,8.59,N/A,3.46736850452531E-10,0.000630957344480193,1.62,1.59,0
PROPRANOLOL,Approved Name,DTXSID6023525,Propranolol,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2.8183829312644493E-11,6.760829753919817,3.311311214825911,309,1.4125375446227555E-9,0.5888436553555889,8.4,251.18864315095797,3.48,112,N/A,8.86,2.951209226666384E-8,0.0005888436553555889,0.12,2.01,0
QUININE,Approved Name,DTXSID0044280,Quinine,[H][C@@]12CC[N@@](C[C@@H]1C=C)[C@@]([H])(C2)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,9.332543007969924E-11,20.892961308540396,57.543993733715695,342,2.691534803926914E-9,1.0715193052376064,10.62,3890.4514499428046,3.44,185,N/A,8.25,2.089296130854041E-9,0.000977237220955811,0.69,2.53,0
RISPERIDONE,Approved Name,DTXSID8045193,Risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,3.38844156139202E-11,15.848931924611133,3.3884415613920256,350,2.818382931264455E-8,1.8197008586099834,11.69,1288.2495516931335,3.98,170,N/A,7.61,1.3489628825916533E-8,0.0001,1.87,3.56,0
SUMATRIPTAN,Approved Name,DTXSID4023628,Sumatriptan,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,1.3803842646028866E-11,1.0715193052376064,4.265795188015927,295,2.0417379446695274E-8,1.5848931924611136,9.17,489.77881936844614,0.93,143,10.22,N/A,2.8183829312644494E-10,0.0013489628825916532,0.93,0.93,1
TEMAZEPAM,Approved Name,DTXSID8021309,Temazepam,CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1,1.8620871366628657E-11,95.49925860214358,2.9512092266663856,356,9.549925860214368E-10,0.7762471166286917,10.97,1122.018454301963,2.19,120,N/A,4.19,4.365158322401665E-9,0.000003801893963205613,2.17,2.19,0
TIMOLOL,Synonym,DTXSID4023674,(S)-Timolol,CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1,1.7378008287493762E-11,2.6915348039269156,4.897788193684462,343,1.584893192461111E-9,0.16218100973589297,9.24,524.8074602497728,1.83,202,N/A,9.6,2.818382931264455E-7,0.02187761623949553,-2.27,-0.37,0
TRIPROLIDINE,Approved Name,DTXSID3023718,Triprolidine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,2.5703957827688646E-11,331.1311214825911,3.9810717055349722,345,1.8620871366628656E-8,1.62181009735893,10.2,1412.537544622754,3.92,60,N/A,8.15,0.0000019498445997580454,0.00038018939632056124,1.27,3.1,0
VENLAFAXINE,Approved Name,DTXSID6023737,Venlafaxine,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,1.659586907437563E-11,16.218100973589298,3.3884415613920256,303,0.0000020892961308540407,2.5703957827688635,10.57,645.6542290346556,3.13,114,N/A,9.4,2.951209226666384E-7,0.00012589254117941674,-0.77,1.13,0
VERAPAMIL,Expert Validated Synonym,DTXSID9041152,(+/-)-Verapamil,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,2.8840315031266117E-11,199.52623149688787,8.709635899560805,425,4.677351412871981E-7,5.623413251903491,11.68,158489.3192461114,3.79,117,N/A,8.43,6.025595860743569E-10,0.000002951209226666384,0.86,2.72,0
ZIDOVUDINE,Expert Validated Synonym,DTXSID8020127,3'-Azido-3'-deoxythymidine,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,2.0417379446695317E-11,1.8620871366628675,3.548133892335755,288,8.912509381337441E-10,0.1778279410038923,9.04,109.64781961431851,0.05,284,6.88,N/A,6.165950018614822E-8,0.021379620895022326,0.03,-0.58,0
ZOLPIDEM,Approved Name,DTXSID7045946,Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,1.7782794100389227E-11,19.498445997580454,4.265795188015927,351,4.168693834703355E-8,1.3489628825916535,11.69,2041.7379446695295,3.45,196,N/A,5.12,3.311311214825908E-8,0.000015135612484362071,3.3,3.45,0
ABACAVIR,Approved Name,DTXSID4046444,Abacavir,NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](CO)C=C3)C2=N1,3.38844156139202E-11,6.165950018614822,3.311311214825911,323,2.4547089156850337E-9,1.318256738556407,9.32,47.86300923226383,1.22,187,N/A,5.31,8.709635899560797E-11,0.047863009232263824,1,1.22,0
APIXABAN,Approved Name,DTXSID80436500,Apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,8.128305161640995E-11,6.309573444801933,4.786300923226384,337,2.3442288153199178E-12,2.0892961308540396,10.17,331.1311214825911,2.51,208,8.66,N/A,2.511886431509582E-9,0.0000162181009735893,2.51,2.49,0
BUDESONIDE,Approved Name,DTXSID8020202,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,6.309573444801942E-11,5.88843655355589,97.72372209558107,411,6.16595001861481E-11,0.954992586021436,9.56,53703.17963702533,2.84,253,7.64,N/A,4.265795188015934E-10,0.00003090295432513592,2.84,2.64,0
DOXAZOSIN,Approved Name,DTXSID7022964,Doxazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2,2.5118864315095823E-11,8.31763771102671,13.182567385564074,367,1.3182567385564046E-10,4.36515832240166,10.19,10715.193052376071,3.3,214,N/A,6.15,1.5848931924611107E-11,0.000007413102413009177,2.56,3.28,0
