Supplementary Table 8. In Vitro-to-In Vivo Extrapolation Input and Output,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,CASRN,MW,Raw.Experimental.Percentage.Unbound,Entered.Experimental.Percentage.Unbound,Fub,source_PPB,Renal_Clearance,Met_Stab,Met_Stab_entered,r2,p.val,Concentration..uM.,Css_lower_5th_perc.mg.L.,Css_median_perc.mg.L.,Css_upper_95th_perc.mg.L.,Css_lower_5th_perc.uM.,Css_median_perc.uM.,Css_upper_95th_perc.uM.,Assay,AC50,Lower.Oral.Equivalent(mg/kg),Median.Oral.Equivalent(mg/kg),Upper.Oral.Equivalent(mg/kg),,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_BE3C_uPA_down,1.481481,0.110256163,0.249103349,0.458061976,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_hDFCGF_CollagenIII_down,1.481481,0.110256163,0.249103349,0.458061976,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_hDFCGF_MIG_up,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_hDFCGF_PAI1_down,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_hDFCGF_Proliferation_down,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_hDFCGF_SRB_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_ICAM1_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_IL1a_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_IP10_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_MCP1_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_MMP9_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_SRB_down,40,2.887794506,6.506589173,11.96785004,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_KF3CT_TIMP2_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_LPS_PGE2_up,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_LPS_SRB_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_SAg_CD69_down,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_SAg_PBMCCytotoxicity_down,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,BSK_SAg_Proliferation_down,4.444444,0.330768563,0.747310215,1.374186236,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_SAg_SRB_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,BSK_SM3C_SRB_down,13.333333,0.962598145,2.168863003,3.989283247,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_CellLoss_1hr,49.78,3.593860263,8.097450226,14.89398938,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_CellLoss_24hr,16.66,1.202766412,2.709994391,4.984609542,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_CellLoss_72hr,12.37,0.893050451,2.012162702,3.701057625,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_Apoptosis_24hr,27.68,1.998353798,4.502559708,8.281752229,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_Apoptosis_48hr,44.26,3.195344621,7.19954092,13.24242607,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_CellLoss_1hr,139.7,10.08562231,22.72426269,41.79771627,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_CellLoss_24hr,61.24,4.421213389,9.961588024,18.32277841,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_CellLoss_48hr,45.87,3.31157835,7.461431134,13.72413204,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_DNADamage_1hr,129,9.313137283,20.98375008,38.59631638,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_DNADamage_24hr,24.27,1.752169317,3.947872981,7.261493013,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_DNADamage_48hr,29.31,2.116031424,4.767703217,8.769442118,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_DNATexture_24hr,24.02,1.734120601,3.907206798,7.18669395,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_DNATexture_48hr,35.9,2.591795569,5.839663783,10.74114541,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_MitoFxnI_1hr,123.9,8.944943483,20.15415996,37.0704155,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_NuclearSize_24hr,28.23,2.038060973,4.592025309,8.446310167,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_Steatosis_1hr,7.272,0.525001041,1.182897912,2.175755138,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_Hepat_Steatosis_48hr,40.59,2.930389475,6.602561363,12.14437583,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_MicrotubuleCSK_Destabilizer_72hr,15.56,1.123352063,2.531063188,4.655493666,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLM_p53Act_1hr,45.86,3.310856401,7.459804487,13.72114007,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLZD_ABCB11_24,20.889,1.508078486,3.397903531,6.249910488,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLZD_ABCB1_24,9.4866,0.684883784,1.543135221,2.838355155,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_ABCG2_24,5.0083,0.372732381,0.842119678,1.548525963,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLZD_CYP1A1_24,11.387,0.822082901,1.852263273,3.406947711,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_CYP2B6_24,1.6848,0.12538776,0.283290385,0.52092657,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_CYP2B6_48,0.51356,0.038220642,0.086352451,0.15878861,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,CLZD_CYP2C19_24,11.543,0.8333453,1.877638971,3.453622326,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_CYP3A4_24,0.4424,0.032924706,0.074387266,0.136786512,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_CYP3A4_48,0.44668,0.033243236,0.075106926,0.138109853,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_SULT2A1_24,2.1229,0.157992447,0.356954628,0.656383557,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_SULT2A1_48,0.67566,0.0502846,0.113608726,0.208908622,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,CLZD_UGT1A1_48,0.44325,0.032987966,0.074530189,0.137049325,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NCGC_HEK293_Viability,69.49,5.016821006,11.30357204,20.79114748,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NCGC_p53,31.48,2.272694276,5.120685679,9.418697983,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NCGC_PPARa_Agonist,76.6,5.530126479,12.46011827,22.91843283,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_hCYP2C19,7.3,0.527022497,1.187452524,2.184132633,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_hCYP2C8,13,0.938533215,2.114641481,3.889551264,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_hCYP2C9,10,0.721948627,1.626647293,2.99196251,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_hCYP2J2,11,0.794143489,1.789312023,3.291158761,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_hCYP3A4,9.6,0.693070681,1.561581402,2.87228401,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_rCYP2A1,7.8,0.563119929,1.268784889,2.333730758,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,NVS_ADME_rCYP2D2,2,0.148845868,0.33628963,0.618383868,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,16.1086,16.1086,0.347922712,0.02640189,1,1.755231428,3.22759521,7.292152691,3.234237022,5.947254449,13.43671827,NVS_ADME_rCYP3A1,4.9,0.364672378,0.823909594,1.515040477,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ADME_rCYP3A2,15,1.08292294,2.43997094,4.487943766,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hDUSP3,7.1,0.512583525,1.154919578,2.124293382,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hElastase,22,1.588286978,3.578624045,6.582317523,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hMMP13,13,0.938533215,2.114641481,3.889551264,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hMMP9,19,1.37170239,3.090629857,5.68472877,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hPI3Ka,11,0.794143489,1.789312023,3.291158761,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hPTEN,12,0.866338352,1.951976752,3.590355012,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hSIRT2,16,1.155117802,2.602635669,4.787140017,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_ENZ_hSIRT3,17,1.227312665,2.765300399,5.086336268,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_bNPY_NonSelective,26,1.877066429,4.229282962,7.779102527,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_g5HT4,34,2.45462533,5.530600797,10.17267254,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_h5HT5A,14,1.010728077,2.277306211,4.188747515,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_h5HT6,17,1.227312665,2.765300399,5.086336268,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_h5HT7,6.8,0.490925066,1.106120159,2.034534507,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_hAdoRA1,44,3.176573957,7.15724809,13.16463505,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_hAdra2C,28,2.021456154,4.554612421,8.377495029,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_hAdrb1,7.6,0.548680956,1.236251943,2.273891508,,
"Milbemectin (A mixture of >=70% Milbemcin A4, & <=30% Milbemycin A3)",51596-11-3,542.7034,0,0.5,0.005,D,0.0335,15.5679,15.5679,0.97410728,4.02E-14,10,1.81387099,3.336331129,7.517202473,3.342287868,6.147614201,13.8514011,NVS_GPCR_hAT1,12,0.866338352,1.951976752,3.590355012,,
