Supplementary Table 8. In Vitro-to-In Vivo Extrapolation Input and Output,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,CASRN,MW,Raw.Experimental.Percentage.Unbound,Entered.Experimental.Percentage.Unbound,Fub,source_PPB,Renal_Clearance,Met_Stab,Met_Stab_entered,r2,p.val,Concentration..uM.,Css_lower_5th_perc.mg.L.,Css_median_perc.mg.L.,Css_upper_95th_perc.mg.L.,Css_lower_5th_perc.uM.,Css_median_perc.uM.,Css_upper_95th_perc.uM.,Assay,AC50,Lower.Oral.Equivalent(mg/kg),Median.Oral.Equivalent(mg/kg),Upper.Oral.Equivalent(mg/kg),,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_hDFCGF_Proliferation_down,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_hDFCGF_SRB_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_hDFCGF_TIMP1_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_hDFCGF_VCAM1_down,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_ICAM1_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_IL1a_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_IP10_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_MCP1_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_MMP9_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_TGFb1_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_TIMP2_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_KF3CT_uPA_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_LPS_MCSF_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_LPS_SRB_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_LPS_TNFa_up,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_LPS_VCAM1_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_SAg_CD38_down,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_CD40_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_CD69_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_SAg_Eselectin_down,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_IL8_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,BSK_SAg_MCP1_down,4.444444,1.532604503,3.582560273,6.595928727,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_MIG_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_PBMCCytotoxicity_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SAg_Proliferation_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SM3C_MCSF_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SM3C_Proliferation_down,13.333333,1.93891326,4.514484606,8.303110901,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SM3C_Thrombomodulin_up,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,BSK_SM3C_uPAR_down,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_CellCycleArrest_24hr,27.64,4.019367289,9.358526822,17.21234933,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_CellLoss_24hr,128.1,18.62810961,43.37291193,79.77213998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_CellLoss_72hr,49.84,7.247657949,16.87514388,31.03702933,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_Apoptosis_1hr,53.21,7.737718287,18.01617989,33.13564066,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_Apoptosis_24hr,66.32,9.644154798,22.45504699,41.29967466,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_CellLoss_1hr,128.2,18.64265146,43.40677057,79.83441331,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_CellLoss_24hr,76.53,11.12887766,25.91201366,47.65778199,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_CellLoss_48hr,75.8,11.02272216,25.66484563,47.20318665,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_DNADamage_24hr,64.47,9.375130577,21.82866224,40.14761799,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_DNADamage_48hr,68.11,9.90445391,23.06111656,42.41436732,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_Steatosis_1hr,44.66,6.494390128,15.12126656,27.81127066,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_Hepat_Steatosis_48hr,69.22,10.06586844,23.43694742,43.10560132,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_MicrotubuleCSK_72hr,30.94,4.499248333,10.47586179,19.26736933,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,CLM_MitoMembPot_1hr,4.713,1.625212293,3.799036857,6.99448842,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_OxidativeStress_1hr,148.5,21.59464698,50.28007355,92.47589998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_StressKinase_1hr,135.7,19.7332902,45.94616822,84.50491331,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,CLM_StressKinase_72hr,84.86,12.34021375,28.73243799,52.84515065,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,GreenScreen,25,3.635462454,8.464658847,15.56833333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NCGC_AR_Antagonist,71,10.32471337,24.03963113,44.21406666,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NCGC_ERalpha_Agonist,0.194,0.066898193,0.156378772,0.287912318,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NCGC_ERalpha_Antagonist,4,1.379344191,3.224304568,5.936336448,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_hCYP2C18,0.75,0.258627036,0.604557106,1.113063084,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_hCYP2C19,1.1,0.379319653,0.886683756,1.632492523,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_hCYP2C8,3.2,1.103475353,2.579443654,4.749069159,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_hCYP2C9,2.3,0.79312291,1.853975127,3.413393458,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_hCYP2J2,7.5,1.090638736,2.539397654,4.670499999,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_hCYP3A4,13,1.890440476,4.401622601,8.095533331,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_hCYP3A5,3.5,1.206926167,2.821266497,5.194294392,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_hCYP4F12,12,1.745021978,4.063036247,7.472799998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_rCYP2A1,7.9,1.148806136,2.674832196,4.919593332,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_rCYP2A2,1.6,0.551737676,1.289721827,2.374534579,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_rCYP2B1,15,2.181277472,5.078795308,9.340999998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_rCYP2C11,0.16,0.055173768,0.128972183,0.237453458,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_rCYP2C13,1.1,0.379319653,0.886683756,1.632492523,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_ADME_rCYP2C6,2.8,0.965540934,2.257013198,4.155435514,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ADME_rCYP2D1,16,2.326695971,5.417381662,9.963733331,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ENZ_hAMPKa1,40,5.816739927,13.54345416,24.90933333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ENZ_hPI3Ka,36,5.235065934,12.18910874,22.41839999,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ENZ_hSIRT2,30,4.362554945,10.15759062,18.682,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ENZ_hSIRT3,34,4.944228938,11.51193603,21.17293333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_ENZ_hTrkA,25,3.635462454,8.464658847,15.56833333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_g5HT4,29,4.217136447,9.819004263,18.05926666,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_h5HT5A,13,1.890440476,4.401622601,8.095533331,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_GPCR_h5HT6,0.2,0.06896721,0.161215228,0.296816822,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_h5HT7,12,1.745021978,4.063036247,7.472799998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_hAdra2C,7.8,1.134264286,2.64097356,4.857319999,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_hDRD2s,31,4.507973443,10.49617697,19.30473333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_hOpiate_mu,6.4,0.930678388,2.166952665,3.985493332,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_GPCR_rNK1,37,5.380484432,12.52769509,23.04113333,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,56.8622,56.8622,0.983081687,6.67E-13,10,0.51,0.938,2.184,1.605823788,2.9534563,6.87670422,NVS_MP_rPBR,12,1.745021978,4.063036247,7.472799998,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_NR_bER,0.087,0.030000736,0.070128624,0.129115318,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_NR_bPR,4.6,1.58624582,3.707950253,6.826786916,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_NR_hAR,1.9,0.655188491,1.53154467,2.819759813,,
"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane (HPTE)",2971-36-0,317.594,0,0.5,0.005,D,0.03355,136.5009,136.5009,0.924349844,3.57E-05,1,0.214,0.394,0.921,0.673816256,1.240577593,2.89992884,NVS_NR_hCAR_Antagonist,0.019,0.006551885,0.015315447,0.028197598,,
